Property_ID,Customer_ID,Project_Name,Property_Type,BHK,City,Locality,Pincode,Latitude,Longitude,Area_sqft,Floor,Total_Floors,Price_per_sqft,Listed_Price,Discount_Pct,Final_Price,Booking_Date,Possession_Date,Customer_Age,Annual_Income,Family_Size,Occupation,Lead_Source,Campaign,Website_Visits,Calls,Site_Visits,Loan_Required,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Amenities,Parking,Furnishing,Facing,Payment_Mode,Sales_Status,Days_to_Sale
SRP100823,CUST100823,Srijan Harmony,Apartment,2 BHK,Kolkata,Ballygunge,700019,22.54826,88.489236,1101,9,14,8068,8882868,8.61,8118053,3/9/2025,6/27/2027,35,61400,3,Doctor,Instagram,Festive Offer,5,0,2,No,0,0,0,Gym,Yes,Semi-Furnished,West,Home Loan,Negotiation,
SRP100824,CUST100824,Srijan Gardenia,Apartment,5 BHK,Kolkata,Rajarhat,700124,22.565253,88.441579,1000,8,31,6016,6016000,5.4,5691136,4/23/2022,2/9/2024,38,57800,3,IT Professional,Property Portal,Monsoon Offer,7,1,0,No,0,0,0,"Gym,Pool",Yes,Semi-Furnished,South,Self Funded,Available,
SRP100825,CUST100825,Srijan Meadows,Apartment,2 BHK,Kolkata,Garia,700019,22.466314,88.456089,926,10,10,5740,5315240,5.44,5026091,10/15/2022,5/27/2023,42,66500,3,Business Owner,Referral,Monsoon Offer,7,3,2,Yes,2417942,9.02,20,"Gym,Clubhouse",No,Semi-Furnished,South-East,Home Loan,Sold,66
SRP100826,CUST100826,Srijan Greenview,Apartment,3 BHK,Kolkata,Sonarpur,700102,22.459092,88.255591,1362,16,20,6007,8181534,0.94,8104628,6/21/2022,5/20/2024,34,65200,3,IT Professional,Facebook,Summer Sale,6,1,1,No,0,0,0,Park,Yes,Unfurnished,South-East,Self Funded,Negotiation,
SRP100827,CUST100827,Srijan Prime,Apartment,4 BHK,Kolkata,Salt Lake,700064,22.501461,88.478343,1170,20,33,5542,6484140,6.96,6032844,3/29/2022,9/22/2022,35,59700,5,Self Employed,Website,Monsoon Offer,7,1,3,Yes,3582000,9.79,20,"Pool,Park",Yes,Unfurnished,North,Home Loan,Negotiation,
SRP100828,CUST100828,Srijan Harmony,Apartment,2 BHK,Kolkata,New Town,700084,22.513899,88.296754,1210,27,27,6985,8451850,5.51,7986153,1/11/2024,7/29/2024,42,49600,4,Teacher,Broker,New Year Campaign,8,2,0,Yes,2976000,8.89,25,Clubhouse,Yes,Semi-Furnished,East,Home Loan,Available,
SRP100829,CUST100829,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Barasat,700084,22.461355,88.389447,450,8,10,6535,2940750,5.61,2775774,10/18/2022,3/28/2024,28,57300,5,Business Owner,Broker,Digital Awareness,8,1,2,Yes,1384581,8.32,20,Gym,Yes,Semi-Furnished,North,Home Loan,Sold,11
SRP100830,CUST100830,Srijan Enclave,Apartment,3 BHK,Kolkata,Howrah,700064,22.562124,88.517281,1036,3,34,6644,6883184,6.86,6410998,10/18/2023,12/3/2024,42,57200,3,Government Employee,Referral,Digital Awareness,8,6,3,Yes,3432000,8.23,20,"Gym,Pool,Clubhouse",No,Fully Furnished,North-East,Home Loan,Negotiation,
SRP100831,CUST100831,Srijan Realty Heights,Apartment,2 BHK,Kolkata,Salt Lake,700102,22.7334,88.312993,1545,3,32,7478,11553510,0.24,11525782,5/4/2023,11/10/2024,36,77900,3,Government Employee,Website,New Year Campaign,8,1,3,Yes,4674000,8.56,20,"Gym,Pool",Yes,Semi-Furnished,North-East,Home Loan,Sold,64
SRP100832,CUST100832,Srijan Urban Vista,Apartment,4 BHK,Kolkata,Dum Dum,700091,22.5281,88.543913,1007,13,14,7705,7758935,8.23,7120375,1/17/2022,4/17/2022,24,25000,4,Engineer,Broker,New Year Campaign,8,4,1,Yes,1500000,7.55,20,"Gym,Clubhouse",Yes,Fully Furnished,South,Home Loan,Available,
SRP100833,CUST100833,Srijan Harmony,Villa,1 BHK,Kolkata,EM Bypass,700124,22.524739,88.285881,1086,3,13,7384,8019024,0.42,7985344,11/29/2023,5/19/2025,36,116300,3,Business Owner,Facebook,Premium Launch,10,4,2,Yes,4532748,7.38,20,Basic,No,Semi-Furnished,North-East,Home Loan,Available,
SRP100834,CUST100834,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Behala,711101,22.464656,88.265582,1222,17,17,6227,7609394,7.16,7064561,8/25/2024,4/23/2026,30,172800,2,Other,Website,Digital Awareness,8,2,2,Yes,3752670,8.82,15,"Gym,Pool",Yes,Semi-Furnished,North-East,Home Loan,Available,
SRP100835,CUST100835,Srijan Harmony,Apartment,3 BHK,Kolkata,Dum Dum,711101,22.559457,88.528103,1538,10,30,5786,8898868,0,8898868,5/7/2022,8/30/2022,52,112000,3,Business Owner,Website,Monsoon Offer,5,6,2,No,0,0,0,Basic,No,Unfurnished,East,Mixed,Negotiation,
SRP100836,CUST100836,Srijan Harmony,Apartment,3 BHK,Kolkata,EM Bypass,700019,22.74779,88.363175,1850,5,27,5416,10019600,4.01,9617814,9/19/2023,9/21/2025,34,55400,3,Doctor,Instagram,Summer Sale,9,1,2,Yes,3324000,9.93,15,"Gym,Pool,Clubhouse",No,Semi-Furnished,East,Home Loan,Negotiation,
SRP100837,CUST100837,Srijan Residency,Apartment,3 BHK,Kolkata,Salt Lake,711101,22.678876,88.518093,541,22,22,5191,2808331,8.57,2567657,10/23/2025,1/25/2027,33,101500,4,Self Employed,Walk-in,Summer Sale,10,3,1,Yes,1399042,10.49,20,Gym,No,Fully Furnished,South,Home Loan,Negotiation,
SRP100838,CUST100838,Srijan Gardenia,Apartment,2 BHK,Kolkata,Howrah,711101,22.557274,88.417997,1295,18,32,6810,8818950,4.25,8444145,12/25/2024,7/26/2025,21,51600,1,Teacher,Walk-in,New Year Campaign,8,6,1,Yes,3096000,8.93,25,Park,Yes,Unfurnished,East,Mixed,Available,
SRP100839,CUST100839,Srijan Prime,Penthouse,4 BHK,Kolkata,Barasat,700019,22.531002,88.414972,1241,2,17,6630,8227830,9.38,7456060,10/2/2022,4/21/2023,31,45400,5,Business Owner,Broker,Festive Offer,7,2,4,No,0,0,0,Swimming Pool,No,Semi-Furnished,South,Mixed,Sold,26
SRP100840,CUST100840,Srijan Residency,Apartment,2 BHK,Kolkata,Garia,700084,22.695835,88.459389,1956,13,28,6263,12250428,1.37,12082597,10/29/2024,4/16/2025,32,90500,3,Self Employed,Email Campaign,Festive Offer,7,3,2,Yes,5430000,8.69,20,Park,Yes,Fully Furnished,North-East,Home Loan,Available,
SRP100841,CUST100841,Srijan Enclave,Apartment,3 BHK,Kolkata,Howrah,700084,22.525375,88.472792,1109,2,7,9513,10549917,10.8,9410526,12/11/2024,1/18/2027,21,171500,2,IT Professional,Referral,Festive Offer,7,1,1,No,0,0,0,Swimming Pool,Yes,Semi-Furnished,East,Home Loan,Sold,63
SRP100842,CUST100842,Srijan Residency,Apartment,3 BHK,Kolkata,Salt Lake,700107,22.533931,88.410232,983,14,27,4087,4017521,6.76,3745937,1/1/2022,11/24/2022,34,76000,5,Teacher,Walk-in,Monsoon Offer,8,3,1,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,South,Home Loan,Negotiation,
SRP100843,CUST100843,Srijan Courtyard,Apartment,3 BHK,Kolkata,Rajarhat,700107,22.744357,88.327571,1382,21,21,5601,7740582,3.99,7431733,5/28/2024,10/2/2025,29,55200,4,Doctor,Facebook,Summer Sale,10,2,2,No,0,0,0,"Gym,Clubhouse",No,Fully Furnished,North-East,Self Funded,Available,
SRP100844,CUST100844,Srijan Courtyard,Apartment,3 BHK,Kolkata,Salt Lake,700064,22.606315,88.372579,450,25,25,6540,2943000,2.75,2862068,10/9/2023,4/8/2025,40,46800,4,Business Owner,Email Campaign,New Year Campaign,12,2,1,Yes,1350839,8.43,25,"Gym,Pool,Clubhouse",Yes,Unfurnished,South-East,Mixed,Negotiation,
SRP100845,CUST100845,Srijan Prime,Plot,3 BHK,Kolkata,Garia,700107,22.662251,88.409516,1247,16,28,5102,6362194,6.56,5944834,10/25/2024,2/11/2025,32,107600,3,IT Professional,Google Ads,New Year Campaign,9,5,1,Yes,4981509,8.96,15,Basic,No,Semi-Furnished,North,Mixed,Available,
SRP100846,CUST100846,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Rajarhat,700033,22.600398,88.496955,1373,23,23,9120,12521760,1.89,12285099,5/12/2022,10/28/2022,34,57200,4,Teacher,Walk-in,Summer Sale,8,4,2,Yes,3432000,8.74,20,"Gym,Pool",No,Semi-Furnished,East,Mixed,Negotiation,
SRP100847,CUST100847,Srijan Gardenia,Apartment,2 BHK,Kolkata,Tollygunge,711101,22.670365,88.448226,818,13,26,6471,5293278,9.08,4812648,1/29/2025,6/26/2025,36,86000,3,Other,Email Campaign,Summer Sale,7,5,1,Yes,2336489,9.44,30,Gym,Yes,Fully Furnished,North,Mixed,Negotiation,
SRP100848,CUST100848,Srijan Prime,Apartment,2 BHK,Kolkata,Ballygunge,700102,22.681725,88.488086,1397,27,27,8816,12315952,5.47,11642269,5/10/2024,5/14/2025,36,70400,3,Business Owner,Facebook,New Year Campaign,10,1,3,Yes,4224000,10.24,15,"Gym,Clubhouse",Yes,Semi-Furnished,South,Home Loan,Sold,7
SRP100849,CUST100849,Srijan Harmony,Apartment,3 BHK,Kolkata,Tollygunge,711101,22.538806,88.448818,1496,1,31,7262,10863952,2.91,10547811,3/17/2022,3/31/2023,52,25000,5,Business Owner,Broker,Digital Awareness,9,3,1,No,0,0,0,"Gym,Clubhouse",No,Unfurnished,South,Self Funded,Available,
SRP100850,CUST100850,Srijan Greenview,Apartment,2 BHK,Kolkata,Salt Lake,700019,22.702943,88.516554,1530,16,16,5346,8179380,5.48,7731150,5/24/2022,10/29/2022,29,262600,4,Doctor,Property Portal,Festive Offer,6,3,1,Yes,5150667,7.84,20,"Gym,Pool,Clubhouse",No,Semi-Furnished,North-East,Mixed,Negotiation,
SRP100851,CUST100851,Srijan Gardenia,Penthouse,2 BHK,Kolkata,Ballygunge,700107,22.65238,88.405675,860,6,9,10899,9373140,3.91,9006650,7/17/2023,10/14/2024,34,32300,5,Other,Walk-in,New Year Campaign,9,2,3,Yes,1938000,9.08,30,Clubhouse,Yes,Semi-Furnished,South-East,Self Funded,Sold,53
SRP100852,CUST100852,Srijan Gardenia,Apartment,2 BHK,Kolkata,Dum Dum,700019,22.549798,88.363985,831,14,25,7480,6215880,7.03,5778904,3/13/2023,3/8/2025,31,71100,6,Doctor,Walk-in,Digital Awareness,9,3,0,Yes,2961169,8.52,20,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,North-East,Mixed,Negotiation,
SRP100853,CUST100853,Srijan Harmony,Apartment,3 BHK,Kolkata,Rajarhat,711101,22.605803,88.529013,801,12,31,3829,3067029,5.38,2902023,10/6/2024,8/3/2025,43,55500,2,Private Employee,Website,Monsoon Offer,15,1,1,Yes,2279392,8.04,20,Gym,No,Semi-Furnished,East,Home Loan,Sold,81
SRP100854,CUST100854,Srijan Harmony,Penthouse,2 BHK,Kolkata,Howrah,700102,22.705084,88.312395,787,24,24,5281,4156147,13.1,3611692,8/29/2025,10/7/2027,46,31300,4,Government Employee,Property Portal,Referral Drive,13,2,2,No,0,0,0,"Gym,Pool",Yes,Semi-Furnished,East,Home Loan,Available,
SRP100855,CUST100855,Srijan Realty Heights,Apartment,3 BHK,Kolkata,Ballygunge,700033,22.676798,88.316889,1148,15,17,10384,11920832,2.92,11572744,5/3/2024,7/26/2026,42,101600,4,Engineer,Referral,Digital Awareness,7,5,3,Yes,6096000,8.1,20,"Gym,Pool",No,Semi-Furnished,South-East,Home Loan,Available,
SRP100856,CUST100856,Srijan Prime,Plot,2 BHK,Kolkata,Sonarpur,700084,22.682257,88.451826,915,16,16,7329,6706035,0.86,6648363,9/17/2025,3/1/2027,35,66200,3,Doctor,Broker,Digital Awareness,8,2,1,No,0,0,0,"Gym,Clubhouse",Yes,Unfurnished,West,Home Loan,Sold,54
SRP100857,CUST100857,Srijan Harmony,Apartment,2 BHK,Kolkata,Sonarpur,700102,22.470591,88.513142,668,17,19,6995,4672660,1.26,4613784,6/14/2023,6/1/2024,31,25000,3,Self Employed,Website,Festive Offer,7,2,1,Yes,1500000,8.37,20,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,South,Home Loan,Sold,82
SRP100858,CUST100858,Srijan Courtyard,Villa,4 BHK,Kolkata,Garia,700084,22.704524,88.385027,833,1,19,9486,7901838,10.9,7040538,8/18/2025,12/27/2027,52,187500,4,Self Employed,Website,Festive Offer,9,1,2,No,0,0,0,"Pool,Park",Yes,Fully Furnished,North,Home Loan,Sold,8
SRP100859,CUST100859,Srijan Enclave,Apartment,4 BHK,Kolkata,Rajarhat,700064,22.660333,88.477481,985,20,29,4704,4633440,7.88,4268325,2/17/2024,7/13/2024,44,65700,3,Government Employee,Google Ads,Festive Offer,8,4,2,No,0,0,0,"Pool,Park",No,Unfurnished,West,Home Loan,Negotiation,
SRP100860,CUST100860,Srijan Greenview,Apartment,2 BHK,Kolkata,New Town,700084,22.737467,88.334915,1005,11,30,7238,7274190,9.02,6618058,12/27/2024,4/12/2027,43,155800,4,Business Owner,Email Campaign,Monsoon Offer,8,2,1,Yes,3859562,8.41,20,Gym,No,Unfurnished,South-East,Mixed,Sold,16
SRP100861,CUST100861,Srijan Prime,Penthouse,2 BHK,Kolkata,New Town,700124,22.498084,88.284284,494,10,31,5133,2535702,5.87,2386856,8/11/2023,11/24/2024,49,119400,4,Business Owner,Walk-in,Festive Offer,10,6,3,Yes,1275657,7.73,20,Gym,Yes,Semi-Furnished,West,Home Loan,Available,
SRP100862,CUST100862,Srijan Meadows,Apartment,5 BHK,Kolkata,Sonarpur,700084,22.48927,88.520974,925,3,28,6663,6163275,6.83,5742323,12/11/2023,4/13/2024,24,39100,4,Government Employee,Email Campaign,Premium Launch,8,3,1,Yes,2346000,9.63,15,Gym,Yes,Semi-Furnished,South-East,Mixed,Negotiation,
SRP100863,CUST100863,Srijan Courtyard,Apartment,2 BHK,Kolkata,Rajarhat,711101,22.592391,88.416208,1736,16,33,6682,11599952,3.17,11232234,7/1/2023,5/26/2025,34,59300,3,Government Employee,Email Campaign,Monsoon Offer,6,5,0,No,0,0,0,Swimming Pool,Yes,Fully Furnished,North-East,Mixed,Sold,79
SRP100864,CUST100864,Srijan Urban Vista,Apartment,4 BHK,Kolkata,Rajarhat,700084,22.597927,88.446031,1191,2,8,6772,8065452,3.28,7800905,11/21/2023,2/12/2025,46,209200,4,Other,Referral,Premium Launch,11,5,1,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Unfurnished,West,Home Loan,Sold,70
SRP100865,CUST100865,Srijan Harmony,Apartment,2 BHK,Kolkata,Barasat,700124,22.512585,88.413234,2008,20,27,7473,15005784,4.15,14383044,4/26/2024,9/18/2026,56,114800,3,Doctor,Property Portal,New Year Campaign,5,6,2,No,0,0,0,"Gym,Clubhouse",Yes,Semi-Furnished,East,Home Loan,Sold,133
SRP100866,CUST100866,Srijan Meadows,Penthouse,3 BHK,Kolkata,New Town,700019,22.486465,88.311089,805,4,12,8146,6557530,8.89,5974566,4/18/2024,10/14/2025,47,103900,4,Other,Instagram,Festive Offer,5,0,1,Yes,2749784,9.73,15,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,South,Home Loan,Available,
SRP100867,CUST100867,Srijan Harmony,Penthouse,2 BHK,Kolkata,Behala,700107,22.666795,88.410569,1412,8,8,4782,6752184,5.55,6377438,3/1/2025,2/21/2027,42,63700,4,Doctor,Email Campaign,Monsoon Offer,7,5,1,Yes,3822000,9.04,15,"Gym,Pool,Clubhouse",Yes,Fully Furnished,North-East,Mixed,Sold,47
SRP100868,CUST100868,Srijan Gardenia,Apartment,2 BHK,Kolkata,Tollygunge,700102,22.701721,88.314953,1418,17,26,8146,11551028,7.34,10703183,11/28/2024,8/22/2026,35,55300,3,Private Employee,Broker,Festive Offer,5,2,1,No,0,0,0,"Gym,Pool,Clubhouse",No,Unfurnished,West,Self Funded,Negotiation,
SRP100869,CUST100869,Srijan Courtyard,Penthouse,2 BHK,Kolkata,Tollygunge,700019,22.618011,88.338987,507,7,15,6857,3476499,1.35,3429566,10/26/2025,6/26/2027,26,103200,2,IT Professional,Walk-in,Premium Launch,7,1,1,Yes,1652458,7.98,20,Park,Yes,Semi-Furnished,South,Mixed,Sold,124
SRP100870,CUST100870,Srijan Gardenia,Penthouse,5 BHK,Kolkata,New Town,700107,22.545965,88.456388,1086,7,7,10539,11445354,6.73,10675082,5/13/2024,8/19/2026,26,57100,3,Other,Broker,Referral Drive,8,2,0,No,0,0,0,"Gym,Clubhouse",Yes,Unfurnished,East,Self Funded,Sold,88
SRP100871,CUST100871,Srijan Realty Heights,Apartment,3 BHK,Kolkata,Garia,700124,22.747134,88.415196,1361,15,28,4380,5961180,7.74,5499785,2/5/2025,7/13/2026,21,65400,3,Doctor,Facebook,New Year Campaign,8,4,2,Yes,3621858,9.06,20,Swimming Pool,Yes,Semi-Furnished,West,Home Loan,Available,
SRP100872,CUST100872,Srijan Gardenia,Apartment,4 BHK,Kolkata,Salt Lake,700084,22.677902,88.28322,450,18,18,7568,3405600,4.26,3260521,7/16/2022,2/1/2024,43,26500,6,Self Employed,Referral,Summer Sale,14,4,0,Yes,1590000,8.78,20,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,North-East,Home Loan,Sold,31
SRP100873,CUST100873,Srijan Realty Heights,Penthouse,4 BHK,Kolkata,Ballygunge,700102,22.57852,88.380214,1427,21,27,6777,9670779,1.68,9508310,12/10/2024,3/6/2026,33,98600,5,Government Employee,Instagram,Premium Launch,4,0,0,Yes,5061938,8.26,20,"Pool,Park",Yes,Semi-Furnished,North-East,Home Loan,Sold,77
SRP100874,CUST100874,Srijan Realty Heights,Plot,2 BHK,Kolkata,Howrah,700124,22.69161,88.332173,1543,21,24,4661,7191923,5.63,6787018,6/7/2025,12/14/2026,26,59400,3,Teacher,Website,Summer Sale,9,2,0,Yes,3564000,8.66,15,"Pool,Park",Yes,Semi-Furnished,North,Home Loan,Available,
SRP100875,CUST100875,Srijan Meadows,Apartment,5 BHK,Kolkata,Dum Dum,700052,22.462354,88.273178,1486,18,23,5927,8807522,4.68,8395330,11/11/2022,1/6/2024,31,72000,4,Engineer,Website,Premium Launch,7,1,2,Yes,4320000,9.3,20,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,South,Self Funded,Negotiation,
SRP100876,CUST100876,Srijan Harmony,Apartment,3 BHK,Kolkata,Howrah,711101,22.601548,88.541974,1618,6,11,6890,11148020,0.4,11103428,6/5/2025,11/24/2026,50,82700,2,IT Professional,Website,Referral Drive,6,3,2,Yes,4962000,7.85,20,"Gym,Pool,Clubhouse",Yes,Fully Furnished,East,Home Loan,Sold,29
SRP100877,CUST100877,Srijan Urban Vista,Apartment,2 BHK,Kolkata,Howrah,700091,22.686869,88.411877,2071,20,28,7137,14780727,6.22,13861366,11/11/2022,4/22/2025,35,58300,2,Other,Property Portal,Digital Awareness,4,2,1,Yes,3498000,8.72,15,"Pool,Park",No,Fully Furnished,South-East,Self Funded,Negotiation,
SRP100878,CUST100878,Srijan Gardenia,Apartment,2 BHK,Kolkata,Barasat,700019,22.549466,88.481587,1404,3,23,6300,8845200,4.47,8449820,4/27/2022,8/26/2024,21,80900,3,IT Professional,Website,Monsoon Offer,13,1,1,Yes,4854000,8.93,30,"Gym,Clubhouse",Yes,Unfurnished,West,Mixed,Sold,83
SRP100879,CUST100879,Srijan Courtyard,Apartment,3 BHK,Kolkata,Behala,700052,22.72541,88.41424,712,3,15,5642,4017104,1.66,3950420,1/19/2023,7/20/2023,57,63600,4,Business Owner,Website,Summer Sale,9,2,2,No,0,0,0,"Gym,Clubhouse",Yes,Unfurnished,North,Home Loan,Sold,8
SRP100880,CUST100880,Srijan Realty Heights,Apartment,3 BHK,Kolkata,Tollygunge,700107,22.571021,88.488452,1127,27,30,4821,5433267,2.47,5299065,11/17/2024,1/18/2026,34,60700,4,IT Professional,Google Ads,Premium Launch,8,3,0,Yes,3642000,8.56,25,"Gym,Pool,Clubhouse",Yes,Semi-Furnished,East,Home Loan,Sold,17
SRP100881,CUST100881,Srijan Harmony,Apartment,2 BHK,Kolkata,New Town,700091,22.678952,88.428472,1245,17,17,6488,8077560,5.17,7659950,10/1/2023,1/3/2025,51,47600,3,Doctor,Google Ads,Premium Launch,10,1,0,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Fully Furnished,West,Home Loan,Negotiation,
SRP100882,CUST100882,Srijan Greenview,Apartment,4 BHK,Kolkata,Garia,700091,22.684461,88.532354,1635,9,14,6485,10602975,0.77,10521332,9/18/2023,12/7/2025,42,52400,2,Doctor,Website,Premium Launch,6,2,0,No,0,0,0,Gym,Yes,Unfurnished,North,Self Funded,Sold,69
SRP100883,CUST100883,Srijan Prime,Apartment,2 BHK,Kolkata,Sonarpur,700064,22.678688,88.494398,1062,6,9,8191,8698842,4.83,8278688,9/2/2024,5/16/2026,48,31400,1,Government Employee,Instagram,Summer Sale,6,0,2,No,0,0,0,Park,Yes,Unfurnished,South-East,Home Loan,Sold,134
SRP100884,CUST100884,Srijan Meadows,Apartment,4 BHK,Kolkata,Tollygunge,700033,22.488455,88.26165,1829,6,8,7275,13305975,4.53,12703214,5/20/2025,1/29/2027,25,25000,4,Business Owner,Website,Referral Drive,6,3,3,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Fully Furnished,North,Self Funded,Sold,24
SRP100885,CUST100885,Srijan Urban Vista,Apartment,5 BHK,Kolkata,Barasat,711101,22.587726,88.341647,635,29,29,8111,5150485,2.5,5021723,4/28/2024,1/7/2025,29,63000,4,Teacher,Website,New Year Campaign,10,6,1,Yes,2347565,9.32,25,"Pool,Park",Yes,Semi-Furnished,West,Mixed,Negotiation,
SRP100886,CUST100886,Srijan Residency,Penthouse,2 BHK,Kolkata,Sonarpur,700107,22.673622,88.475879,859,24,34,7191,6177069,2.71,6009670,9/17/2024,1/11/2026,39,114200,4,Business Owner,Facebook,Premium Launch,13,0,1,Yes,3033627,8.59,25,"Gym,Clubhouse",No,Semi-Furnished,East,Home Loan,Negotiation,
SRP100887,CUST100887,Srijan Meadows,Villa,1 BHK,Kolkata,Dum Dum,700107,22.695136,88.422415,627,30,30,6286,3941322,1.9,3866437,3/4/2025,4/24/2026,56,119000,4,Engineer,Referral,New Year Campaign,8,1,2,Yes,1845502,8.7,10,"Gym,Pool",Yes,Semi-Furnished,West,Home Loan,Sold,19
SRP100888,CUST100888,Srijan Greenview,Apartment,1 BHK,Kolkata,Tollygunge,711101,22.56673,88.41185,1163,5,7,8973,10435599,7.3,9673800,2/24/2023,12/10/2023,38,176600,4,Engineer,Email Campaign,Referral Drive,5,3,1,No,0,0,0,"Pool,Park",Yes,Semi-Furnished,North,Mixed,Sold,53
SRP100889,CUST100889,Srijan Prime,Apartment,4 BHK,Kolkata,Rajarhat,700102,22.495289,88.54955,1840,3,16,7597,13978480,0.14,13958910,4/20/2024,9/21/2024,28,53400,4,Teacher,Broker,Festive Offer,14,3,1,Yes,3204000,8.44,20,"Pool,Park",Yes,Unfurnished,South-East,Self Funded,Negotiation,
SRP100890,CUST100890,Srijan Greenview,Plot,3 BHK,Kolkata,Salt Lake,700124,22.7249,88.493723,849,26,26,6065,5149185,3.65,4961240,8/17/2023,5/2/2025,42,53900,2,Private Employee,Property Portal,Monsoon Offer,9,5,1,Yes,2334564,9.69,20,"Pool,Park",Yes,Fully Furnished,South,Home Loan,Available,
SRP100891,CUST100891,Srijan Gardenia,Apartment,4 BHK,Kolkata,Barasat,711101,22.652381,88.378499,1122,22,22,4365,4897530,1.51,4823577,11/8/2024,1/28/2026,29,46600,2,Self Employed,Property Portal,New Year Campaign,5,3,0,No,0,0,0,"Pool,Park",Yes,Semi-Furnished,South-East,Home Loan,Available,
SRP100892,CUST100892,Srijan Realty Heights,Plot,4 BHK,Kolkata,Rajarhat,700052,22.511674,88.527953,1008,28,28,8026,8090208,4.21,7749610,9/22/2022,2/15/2025,30,64800,6,IT Professional,Walk-in,Monsoon Offer,11,2,2,No,0,0,0,Swimming Pool,Yes,Unfurnished,West,Home Loan,Negotiation,
SRP100893,CUST100893,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Barasat,700091,22.693125,88.381279,1228,30,30,6923,8501444,6.69,7932697,11/18/2025,5/28/2027,46,145600,3,Self Employed,Referral,Monsoon Offer,12,1,2,No,0,0,0,Basic,Yes,Fully Furnished,North,Mixed,Sold,62
SRP100894,CUST100894,Srijan Enclave,Apartment,3 BHK,Kolkata,Ballygunge,700124,22.550967,88.303844,1165,12,12,10663,12422395,6.14,11659660,11/27/2025,11/15/2027,38,73600,4,Doctor,Walk-in,Monsoon Offer,13,2,2,Yes,4416000,8.72,30,Basic,Yes,Semi-Furnished,South-East,Self Funded,Sold,72
SRP100895,CUST100895,Srijan Realty Heights,Plot,2 BHK,Kolkata,Ballygunge,711101,22.515923,88.486144,1173,22,22,11430,13407390,7.74,12369658,9/27/2022,9/9/2024,32,71200,2,Government Employee,Broker,Monsoon Offer,3,1,0,Yes,4272000,9.27,25,Clubhouse,No,Unfurnished,West,Home Loan,Negotiation,
SRP100896,CUST100896,Srijan Enclave,Plot,4 BHK,Kolkata,Tollygunge,700019,22.477804,88.435886,1201,30,30,6711,8059911,5.01,7656109,7/25/2024,9/6/2025,33,82100,2,Self Employed,Email Campaign,Digital Awareness,11,5,1,No,0,0,0,"Gym,Pool",Yes,Unfurnished,West,Self Funded,Sold,76
SRP100897,CUST100897,Srijan Prime,Plot,1 BHK,Kolkata,Sonarpur,700084,22.588509,88.424998,998,29,31,6393,6380214,8.81,5818117,7/2/2025,9/18/2027,39,34600,4,Doctor,Referral,Festive Offer,7,3,1,No,0,0,0,Swimming Pool,Yes,Semi-Furnished,North-East,Self Funded,Sold,24
SRP100898,CUST100898,Srijan Harmony,Apartment,2 BHK,Kolkata,Behala,700107,22.526376,88.451788,1148,21,21,5325,6113100,8.98,5564144,10/1/2025,1/2/2026,21,83900,1,Teacher,Google Ads,Digital Awareness,9,0,0,No,0,0,0,Swimming Pool,No,Semi-Furnished,North-East,Mixed,Sold,37
SRP100899,CUST100899,Srijan Residency,Villa,1 BHK,Kolkata,Garia,700033,22.558427,88.3259,1620,6,27,6285,10181700,8.8,9285710,1/17/2024,3/14/2026,48,48100,2,Doctor,Facebook,Summer Sale,8,1,0,Yes,2886000,9.68,20,Swimming Pool,Yes,Unfurnished,North-East,Self Funded,Negotiation,
SRP100900,CUST100900,Srijan Courtyard,Apartment,3 BHK,Kolkata,Sonarpur,700033,22.503492,88.413283,1175,9,9,6153,7229775,10,6506798,5/23/2024,10/21/2024,29,72100,4,Doctor,Referral,Monsoon Offer,5,3,1,No,0,0,0,"Gym,Pool",Yes,Semi-Furnished,North-East,Home Loan,Negotiation,
SRP100901,CUST100901,Srijan Realty Heights,Plot,3 BHK,Kolkata,Tollygunge,700052,22.7437,88.518718,911,8,20,5991,5457801,5.34,5166354,8/15/2024,3/14/2025,25,106700,3,Other,Instagram,Premium Launch,7,5,1,No,0,0,0,Park,Yes,Semi-Furnished,East,Home Loan,Sold,106
SRP100902,CUST100902,Srijan Urban Vista,Penthouse,4 BHK,Kolkata,Tollygunge,700064,22.52107,88.4293,674,10,21,5417,3651058,2.83,3547733,7/8/2023,4/29/2025,35,38000,3,Other,Email Campaign,Digital Awareness,7,1,3,Yes,2280000,8.5,15,Swimming Pool,Yes,Semi-Furnished,South,Home Loan,Available,
